date	龙灯山路	富阳一街	锦江路	石灰市街	丁字街	黄龙大道三段	虎高路	簸箕街	通济桥下街	长江东二街	长江东一街	华文巷	政府街	顺河街	正北上街	华新中街	腾飞十一路	腾飞十二路	水津街	富民路四段	华府大道	锦江路二段	长江东二横街	利民三街	黄龙大道二段	元华路	长江西四横街	双兴路	老成仁路	正东中街	龙马大道	广都中街	富民二街	南湖路	中彭路	长江西二街	正兴路	广都上街	云龙路	二江路一段	利民二街	中兴上街	正大街	通济巷	府河路	长江西一街	长江东一横街	长江街	长江西二横街	g213	正东下街	正西街	麓山大道	劝学路	滨河路	华彭路	华新上街	府河路三段	丽都街	安公路一段	南海路	南通路	长江西三横街	致富路	东山大道一段	藕塘街	回龙路	东山大道	广东路	富民路	新码头北街	广东街	长江西五横街	双华路	湾河西街	海昌北路	正北中街	中兴下街	庐山大道	向阳街	天府大道南段	正东街	利民一街	藕塘新街	顺河一街	协和上街	蒲草塘路	新码头南街	湾河东街	兰沟路	二江路	黄龙大道一段	天府大道	湾河街	新码头东街	广都中路	府河路二段	腾飞八路	牧华路	锦江路三段	府河路一段	华阳大道	新码头街	正东上街	通济桥街	安公路	张家巷	华板路	腾飞十路	龙灯山路一段	黄龙大道	正北街	新民街
1525104000	39.02197500130588	0	19.591289174024745	0	0	0	0	0	20.522939879337425	0	0	0	0	31.97601787623522	13.17529109905161	8.598111867158801	0	0	59.01313252711903	0	30.97457970137452	21.7873708887619	0	34.583830981251474	42.57874989488119	0	0	0	0	30.583205336951153	0	13.660743102166656	24.3149642202205	29.792873618657055	0	0	0	9.650955544076945	0	0	13.296868769867103	29.25006450859694	0	0	23.14219533903796	0	0	0	0	41.72161934486854	40.085297578793586	0	26.13011919115444	0	27.58846225971169	58.483522911844524	0	26.46720444661824	0	0	42.44399616069024	0	0	66.4287001345491	55.44774495134741	0	0	34.783816421743836	34.045372549622506	22.019881450405702	0	0	0	52.3848600523544	16.448786070559997	34.816616239761075	5.280814125624962	0	74.32730793950081	0	24.052925280877993	0	14.131104823846407	39.436983469392686	0	28.879335184569747	56.192939923662394	0	0	0	13.221048776419877	71.44509635780675	26.845813651378183	0	0	0	0	0	28.120804740972464	31.812365765214736	44.60269375759668	19.999956910265695	0	22.769579237798467	0	0	34.16305370908082	47.796442519798546	0	0	24.139613205323652	0	0
1525104600	40.04375540592936	1.4931799551015974	27.925614494132894	29.615343178699916	7.930922901267599	54.274511934624535	30.388919203017657	2.3875664540264188	17.088277470539015	19.01666303356347	1.7511372512463728	5.953057905263239	37.197444544174616	13.963501632350768	16.210708195598247	27.760618010917142	0.7059947481446758	0.6225313037256753	50.539960254735874	0.2978862446226329	36.37355860809303	34.147779326407594	0.21127525767646818	21.537592296960245	27.15310447377615	69.23246840892156	0.030841475070009054	5.540875978154713	14.487734553307336	27.710130142682498	5.351516749440583	15.9456431369709	32.471896240156134	28.63298975305159	25.301212814080085	0.7758015052956613	82.50850848675557	11.042261572392706	35.161741796502255	21.749676210697643	2.204443549479568	34.58289937668521	10.979943328965112	1.0848798335064167	26.680179882687995	0.7681120065171219	0.6504909829734477	1.6300403042830247	0.0842060532690891	38.13588746043301	26.640967878020206	22.550644090627497	32.46238721660463	3.3221308972030292	21.77952510985196	28.409283140164394	1.2064120783889587	37.53639393640387	15.081771180788827	25.66371571131307	29.47345138829454	0.3716538729856755	0.04595674327955827	39.911301740275135	42.75036163641632	21.394032080592016	63.49654449316277	43.972569556538424	35.66050495765836	25.134611726219234	18.409617698025144	23.204350054435857	0.48635935486517434	55.961080174136136	17.593093024811687	35.35185212535187	8.403689654862516	37.46934013240506	73.34251027864514	24.343160260906288	44.79196370707705	11.188164243163245	8.500382694795524	23.321598574429615	18.41400513356872	45.68948383527026	37.47683393132403	12.117187365062332	5.875224763048772	47.43597189071204	33.14613608018174	58.28417645838463	35.085784728261146	12.221147628159699	2.8949411905418856	24.964470962291582	15.480466725175436	0.4088102082002864	38.1826776984786	27.495091161080648	44.699416804786026	27.1642092958605	31.972417015340984	28.81965257408544	32.340079963434185	32.73672961331702	13.744157090091102	40.22801892878682	13.969034369449151	0.14792345002485358	45.912014267519254	1.2969113705090962	2.9676753493994283
1525105200	42.15507703108745	2.986359910203195	27.607356330725224	26.296427466215583	15.861845802535198	49.91983211886258	60.777838406035315	4.7751329080528375	16.451348968920463	10.009289600827259	3.5022745024927455	6.8645627467350065	23.873754137479136	21.47216095800801	21.47645090502749	29.511317104225718	1.4119894962893516	1.2450626074513507	20.97343587375823	0.5957724892452658	22.73974211211727	43.691168507381306	0.42255051535293636	37.61575974659761	27.601289925282604	56.36331965295169	0.06168295014001811	11.081751956309427	19.933899453933645	26.06234715778149	10.703033498881165	13.937887951863848	19.745935336886806	15.145040266875956	42.13770467213783	1.5516030105913226	51.80918763479576	9.821452431913796	70.32348359300451	43.49935242139529	6.555766896781843	37.0581510691301	10.740482804628737	2.1697596670128334	26.035657087390323	1.5362240130342437	1.3009819659468953	3.2600806085660494	0.1684121065381782	34.668599184768766	26.814329330802522	24.86319022575076	36.75038834621314	6.6442617944060585	24.68399368478182	47.95486858670471	2.4128241567779174	40.98266229652933	17.216108991697332	27.344954586788802	44.72593857893213	0.743307745971351	0.09191348655911653	50.19058585670271	62.82258154758872	12.762353483890156	48.706124569286196	61.174738773958175	45.97745787217584	29.168575345033126	36.81923539605029	46.40870010887171	0.9727187097303487	49.91951607640656	24.9246919745134	34.100633501773444	11.470729095371327	41.69519484165754	72.35771261778946	15.349417224227599	32.49914516105724	36.98694592367123	6.558662425449369	23.292691525572863	18.44626456120642	29.504106053658916	35.38542437544279	24.234374730124664	22.631830756414523	62.71036945507739	26.140986337672906	70.26687412577763	35.2673098183796	24.442295256319397	5.789882381083771	12.378655346318467	30.960933450350872	0.8176204164005728	43.92250141602331	35.44551908874548	44.320375482293066	20.056217430839347	63.94483403068197	30.024627864532167	16.464386243722874	31.30360663338228	23.646549941814968	39.275194630928716	27.938068738898302	0.29584690004970715	51.52973472212782	2.5938227410181924	5.935350698798857
1525105800	40.34137803618655	4.479539865304792	30.878315602020734	27.95588532245775	13.113957831796023	51.24772458280479	29.688008447951415	7.162699362079256	14.93036802371899	11.135211279919286	5.253411753739118	6.408810325999123	44.62407094571964	22.291324430221863	21.295939519998626	26.223399977112543	2.1179842444340276	1.867593911177026	26.125167900286772	0.8936587338678988	27.39985315191315	35.68091658259422	0.6338257730294046	32.06137030703221	42.75193169596859	60.574719801076895	0.09252442521002716	16.62262793446414	21.37496139631266	27.87360278419783	16.054550248321746	15.35107942566155	48.62993338361664	17.215840865335007	40.982057595761866	2.327404515886984	56.36884460138908	13.123831469730508	29.33045412018396	35.341596416312974	18.27096671439797	20.573494898304364	8.557763786660006	3.25463950051925	27.83048701720955	2.3043360195513656	1.9514729489203428	4.890120912849074	0.2526181598072673	35.48708400862816	21.98314078989534	21.916997783706627	37.14861242909666	9.966392691609087	18.875056534922095	55.64119079079403	3.619236235166876	24.635094938254028	19.736572163824786	26.784541628296893	40.57486952060103	1.1149616189570264	0.13787022983867478	47.20232819233378	48.020549796536216	4.130674887188295	50.29841661550367	42.385756012573225	42.63233191040016	25.355493919436757	37.8142841348805	30.084321441682874	1.459078064595523	51.32107921190168	13.39657686254777	38.60596221282967	6.789335572747169	30.718437102873374	74.3016119814814	19.846288742566944	27.29671610325263	34.44243164903779	9.567217971007468	25.355485285401045	18.430134847387567	35.010599889795785	34.292309197782814	14.532942716939306	7.687105631363708	55.98995190388263	28.118843427251857	61.9822102612674	36.12212290001992	30.67847735054766	8.684823571625657	6.356559721037785	46.44140017552631	1.2264306246008592	37.2420890789134	34.149781140349276	45.15495858886497	20.92441553287724	42.363208214954675	21.24677907041103	49.20881118987987	31.781314293360527	21.097390154871995	36.107154617009265	41.90710310834746	0.4437703500745607	38.03421862201854	3.890734111527289	8.903026048198285
1525106400	38.43045259263718	5.97271982040639	28.436064709527702	24.63696960997342	16.9420281563904	61.15159732147874	52.20283606855785	9.550265816105675	16.713759042698044	12.261132959011313	7.004549004985491	7.32031516747089	13.13958461237746	17.153271015897577	23.869874254862843	24.960055986064802	2.823978992578703	2.4901252149027013	46.9702801958411	1.1915449784905316	37.147363555753074	40.5108124976564	0.8451010307058727	28.282241470433913	24.440880782540326	63.71631486546447	0.12336590028003622	22.163503912618854	21.101281510499867	24.9878497853148	21.40606699776233	11.959723944119684	42.3448804171521	30.64549880858231	32.55000531211496	3.103206021182645	46.15086798672879	21.974513409267335	43.6273336144765	39.400416192222764	10.14650988202516	25.376414942440235	11.230554842028411	4.339519334025667	25.162844521544702	3.0724480260684874	2.6019639318937906	6.520161217132099	0.3368242130763564	40.870618446130315	29.22561533773976	28.832843891525695	32.420698543609284	13.288523588812117	18.541384070540246	65.4846289616662	4.825648313555835	25.168452210297357	15.896122950095297	26.22412866980498	40.62772258888557	1.486615491942702	0.18382697311823307	68.02496747092819	71.58093722147012	12.50747750170586	51.89070866172114	42.66808790737245	41.91623697749276	24.751620864119626	40.00983675513483	28.700136616102057	1.9454374194606974	53.671466487072735	5.97920435051382	43.18845516448739	6.287537105666857	29.000641126585233	78.53922885832937	10.852545705888256	33.503200003711605	24.363164615469966	19.266930097385107	28.90866751906152	18.46239427502527	40.98529435674285	27.448758336984348	45.03846324214867	14.941921100885184	34.02579075959781	31.688332524903966	59.185518984180284	37.44743480580924	42.673394999363	11.579764762167542	3.1936610536986536	43.1299020368141	1.6352408328011456	38.861650404200915	28.523914308608965	48.379095276869016	25.174309893207774	44.09264331820745	18.18202190448179	31.612558302477172	32.259021953338774	17.501284873909707	17.82737907060687	55.876137477796604	0.5916938000994143	41.6331958330918	5.187645482036385	11.870701397597713
1525107000	38.577103618520525	7.465899775507987	28.016325420892166	35.938549110068976	33.07389716985043	56.796966257302465	41.84592711186282	36.62093353768853	20.77454179582497	13.38705463810334	8.755686256231863	25.2922366463737	28.516223633623277	31.37580622024857	20.608613966886885	31.02334077210391	3.5299737407233787	3.1126565186283766	48.52193637064735	1.4894312231131646	31.249462988575583	46.80232556509834	1.0563762883823409	15.168680164413267	30.29815429560591	67.21371370832821	0.15420737535004528	27.70437989077357	15.467817355180648	28.616444231290902	26.75758374720291	16.220709039305596	35.90056554490993	14.315834795245944	31.474355173340417	3.8790075264783064	48.070532139145385	14.220244231436228	57.92421310876904	37.371006304267866	15.185877463962958	47.8913739030419	12.239512128599237	5.424399167532084	30.89888145385941	3.8405600325856093	3.252454914867238	8.150201521415124	0.42103026634544555	36.580742101166635	23.912519259834372	23.666298518884354	38.76244448610773	18.257580646986558	18.2077116061584	43.238211483681425	6.0320603919447935	46.974045219271794	12.055673736365806	27.90536754528071	41.261145707944365	1.858269364928377	0.2297837163977913	34.67044770063381	68.18471898753464	9.71520996353334	29.3418934885716	50.135106082023704	37.457798686303775	24.54950699519424	16.658694899484328	40.73442753083062	2.4317967743258717	54.46036166792988	22.044939412670868	36.849134817425956	4.324609438778935	8.998734145635	80.45436463002626	22.825314614352433	23.30679478307519	43.41477596755857	25.404619458053304	43.662333985049	23.823344226974065	24.91687190657899	32.55432037689906	4.248328947007652	17.069679320766824	16.530271920259082	22.233215223638343	56.38882770709317	44.1860989987573	22.11142713545534	14.474705952709428	2.7238885234025125	39.8184038981019	2.044051041001432	41.970581867236675	29.521637460605383	47.29727285548876	23.743407518647906	48.06009206167385	24.851135736524693	49.12056418283682	30.825898973404037	26.00040252238211	15.804614376583228	58.53897917970351	0.7396172501242679	51.037214606077164	6.484556852545481	14.838376746997142
1525107600	44.7188470174926	16.966451369838207	26.10103532981267	35.400378657683476	31.656336287392644	67.61635470740019	50.51433594054915	29.06915904291119	20.747577013089067	14.512976317195367	10.506823507478236	15.065404804933074	33.12190859030149	26.02471721108565	36.388933094858444	36.040559573442536	4.235968488868055	3.735187822354052	47.5202199708286	1.7873174677357977	31.408165842524436	42.105350214580845	1.2676515460588091	52.901644304887974	30.688627043515858	62.12572706973964	0.1850488504200543	33.24525586892828	11.448970653608153	27.721233252678676	27.595454176057544	13.495875016125924	41.20819249853917	27.414024794652615	23.172361822400266	4.654809031773968	44.096420735673384	7.590405605175712	34.81890586562288	41.429826080177655	34.4438196508503	31.84883344599874	13.248469415170064	6.5092790010385	33.11296154016487	4.608672039102731	3.9029458978406857	9.780241825698148	0.5052363196145346	40.815050749584934	30.206804694192062	27.8772464680389	34.41887246526058	18.126815987560914	16.090163991696937	57.01437519873003	7.238472470333752	37.24019522710966	0.19083341269328638	24.925951468540518	39.25940849421561	2.229923237914053	0.27574045967734956	55.769440888063436	49.438713468465885	6.922942425360818	55.36401311800865	57.204860121558056	34.77924959084861	21.692059427026035	28.383996166828283	40.44848880228657	2.918156129191046	52.847147221963866	22.594547623457103	37.83175345326935	13.590438985579933	38.66752149991272	61.161974286557324	14.984606569787037	21.684970239578366	32.809033293799416	27.41289140053175	23.213890370032118	21.142869250999667	49.670694451896374	29.095580670424226	19.25195783873346	19.197437540648462	20.647573048594598	24.38524343888985	87.96521685775883	40.9656816927985	30.838620501374002	21.828930431167674	3.3594960625711474	41.56988350892081	2.4528612492017183	36.863489301086936	36.12516717131867	47.55284448902709	21.748780637798475	52.02754080514025	26.92183782737241	34.95989835632223	28.27996507266025	28.10428804094524	44.55330215984807	65.66955824032914	0.8875407001491215	46.973526637560155	7.781468223054578	17.80605209639657
1525108200	37.89207215080018	15.383026104116503	27.134632766654622	34.86220820529797	24.253086136970342	53.099593002281836	46.18013152620598	32.84504629029986	14.294134891030707	15.638897996287392	12.257960758724609	4.838572963492451	36.735241289763366	31.96764134658939	37.17104367467535	25.82246832226994	4.941963237012731	4.3577191260797274	38.54169260266942	2.0852037123584304	36.98903836453876	35.14191279362973	1.4789268037352772	24.95268063198933	44.11863417389392	51.409478176222336	0.2158903254900634	38.786131847083	24.268960222980215	26.709685190464725	48.68467904489834	15.449453147236882	46.51581945216841	33.42960038936704	32.85917616667439	5.430610537069629	54.00447036342123	16.56296867857719	41.71496976882189	11.638121493921279	22.1782272372294	39.72940541044626	15.295984966092204	7.594158834544918	25.724908959754305	5.3767840456198535	4.553436880814133	11.410282129981173	0.5894423728836238	38.75571144990347	35.163370581164806	26.666881305704386	39.45433227541001	17.996051328135273	13.97261637723547	45.86810043708618	8.444884548722712	21.226152991616722	19.4373314480199	21.946535391800325	39.1151890620349	2.6015771108997283	0.32169720295690785	52.64695445881673	35.92666235919408	15.299745039878383	34.44824868581855	48.70015244153009	49.08982725388476	23.067302612714915	40.10929743417224	20.211035648781518	3.4045154840562204	56.363315309939246	45.164280814910306	37.23494835867894	10.359548259234707	21.521550079844626	62.44659285846983	16.552748178700114	26.161771063498335	37.96948427945169	20.778840248255257	29.57119582918644	26.503819202948463	33.83250595550571	32.94812142581634	46.42862128471003	6.000782862768694	40.11892702264649	31.6254444137977	61.18135173626275	39.23141444896046	26.97917931093341	21.69521725883207	3.2340093017418985	48.22786250845095	2.861671457402005	39.28906199688109	32.50778670680478	42.347226707748575	21.999434944276572	46.15700325563305	32.95875010068659	26.16552250417619	25.734031171916463	30.286447980290546	34.50378286431804	52.583525529557065	1.035464150173975	52.702602329730134	9.078379593563673	11.48344199724836
1525108800	36.024714402257004	13.7996008383948	24.457783040027923	34.32403775291247	21.510027915992186	38.58283129716349	54.84854035489232	25.293271795522518	21.34168754677678	16.764819675379417	14.009098009970982	13.379480999414366	13.900479160080279	28.552881009106642	11.497271066849587	31.109856163301092	5.647957985157406	4.980250429805403	37.774894329938604	2.3830899569810633	25.48350465046048	44.94213870568636	1.6902020614117454	30.952197184773375	33.242855383335005	59.01980236235452	0.24673180056007243	48.16098090434896	27.382356740792897	24.876460546265363	46.04852593629324	15.080072869011685	39.04374905494598	25.827644103225538	29.718649630995092	6.20641204236529	43.09787449752339	22.84306057119201	48.61103367202089	16.870135927335475	1.6677885886286963	39.391487158437265	27.461867841922967	6.637157939805572	26.765703045572774	6.144896052136975	5.203927863787581	13.040322434264198	0.6736484261527128	33.26977886726311	44.22150470792135	32.56948855785873	36.93165659062502	17.86528666870963	18.095710574715827	48.87677656378988	9.65129662711167	31.2838417138911	3.9262974676241207	22.272616183267942	39.52216644561568	2.973230983885404	0.36765394623646613	49.52446802957002	47.00275768422715	35.11764369355596	13.53248425362845	43.955422115271055	46.38940295909047	22.129751070738568	52.74899646895615	27.307178222428657	3.8908748389213947	54.936481730275496	42.90507850065283	33.35058034550038	16.255611689385404	33.977647435206414	63.73121143038233	18.120889787613194	39.664701942076086	43.12993526510396	27.027711366572387	15.917541647134158	29.26281398322451	34.95857415286554	30.159257044353765	51.153464827228454	28.47336289301427	35.25108852913351	40.47756705129721	84.14186649248381	37.73457935053878	30.69443851626954	21.561504086496466	8.546801126501501	46.896266708544914	3.2704816656022913	36.31479446473004	34.07857288934761	48.777813902403615	23.947491853148716	60.87120899943075	18.65615461120213	42.960498755056946	7.405941305437497	18.251265969149767	53.07416764641848	53.874819156886836	1.1833876001988286	74.11398635759925	10.37529096407277	11.736346401214288
1525109400	44.31831564758667	12.216175572673098	32.677109714918046	33.78586730052697	26.740144492861933	37.5711823055802	7.771351813113017	22.503917839371947	16.529836808495574	17.890741354471444	15.760235261217355	13.13545505553088	13.359756251878856	20.656215464660907	19.27291373571692	35.08132810645198	6.353952733302083	5.602781733531078	53.10440399998703	2.6809762016036967	34.71775251555627	36.073637651532174	1.9014773190882135	27.952438908381353	36.49898120983725	53.56075038014155	0.2775732756300815	45.036031218593635	42.0984891369794	28.987850774968702	43.41237282768814	12.24924103177761	41.534439187353456	39.83707707987983	54.300997880798754	6.982213547660951	36.48341630100187	13.65675016768007	8.669922727023406	22.102150360749675	2.0418399472069773	42.54860831064016	39.62775071775373	6.828558118753441	36.50771203254907	6.913008058654096	5.854418846761029	14.670362738547222	0.7578544794218018	43.64057899545142	25.51303001273769	27.231737282037827	42.1034813013985	17.734522009283985	30.407332936892168	50.0324918170951	64.44398314350389	28.25727552807086	15.217217727420131	22.26567829408778	22.33339646550312	3.344884856871079	0.4136106895160243	52.84380550967499	77.10336165030292	9.512828560759953	33.921463649202984	36.025466043094895	40.37280393430237	24.032207404679934	44.45761679707873	31.313030469107236	4.377234193786569	55.52011105094316	17.30079910590286	37.36107737104152	10.224002470824754	46.433744790568205	74.49400213276697	19.689031396526275	31.019899646939276	36.79192831351753	19.435724654024334	29.53352997397914	28.573065288155497	43.2680509852401	21.829320975764208	47.34151882137655	25.2629943172649	30.38325003562054	34.98636562505614	67.56444529163856	32.640403305231	37.188628753844256	21.42779091416086	2.5127459827463365	45.56467090863889	3.679291873802578	44.45930881731406	36.38455459370611	48.1650323658997	21.389696094698003	54.893935698024684	20.30932307834083	53.3661150342856	7.7959006642987525	36.84365238348317	58.11294158681843	55.16611278421661	1.3313110502236822	36.06715259420843	0.07685400714127978	11.989250805180214
